"site","region","apn","product","part_description","sto_class","min_level","supplier_lead_time","expected_daily_rate","actual_daily_rate","consumed_180d","actual_vs_expected_ratio"
"OXR1","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","1.0","30.0","0.0333","0.0167","3.0","0.501"
"SBD6","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","1.0","30.0","0.0333","0.0167","3.0","0.501"
"TLH2","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","02 MED","2.0","20.0","0.1","0.05","9.0","0.5"
"DEN4","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","1.0","45.0","0.0222","0.0111","2.0","0.4995"
"ORF4","NA","3022987","URL","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","1.0","45.0","0.0222","0.0111","2.0","0.4995"
"ORF4","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","1.0","45.0","0.0222","0.0111","2.0","0.4995"
"PVD2","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","1.0","45.0","0.0222","0.0111","2.0","0.4995"
"RIC4","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","1.0","15.0","0.0667","0.0333","6.0","0.4995"
"SAN3","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","1.0","45.0","0.0222","0.0111","2.0","0.4995"
"SBD6","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","1.0","15.0","0.0667","0.0333","6.0","0.4995"
"SBD6","NA","3022987","USP","IO-LINK MASTER, ETHERNET/IP INTERFACE, TOTAL IN- AND OUTPUTS: 16, 4X 2A OUTPUTS","01 HIGH","1.0","45.0","0.0222","0.0111","2.0","0.4995"
"SAN3","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","02 MED","2.0","35.0","0.0571","0.0278","5.0","0.4865"
"BOS3","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","02 MED","3.0","23.0","0.1304","0.0611","11.0","0.4684"
