"site","region","apn","product","part_description","sto_class","consumed_30d","consumed_60d","consumed_90d","consumed_150d","consumed_all","rate_30d","rate_60d","rate_90d","rate_150d","days_with_consumption_150d"
"BOS3","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","2"
"BOS3","NA","N53951","USP","RADIAL BALL BEARING","02 MED","0.0","0.0","24.0","24.0","24.0","0.0","0.0","0.2667","0.16","1"
"BWI2","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0067","1"
"BWI2","NA","1002613","USP","VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T","02 MED","0.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.04","2"
"BWI2","NA","10076","USP","UNWIND DANCER ARM UNWIND SPRING","03 LOW","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"BWI2","NA","10090","USP","Shoulder Screw,18-8 Stainless Steel,3/8"""" Shoulder Dia., 1"""" Shoulder Length,5/16-18 Thread,PK2","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"BWI2","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"BWI2","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","03 LOW","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"BWI2","NA","3025738","USP","COATED 9"" FOUR HOLE AIR ASSIST TUBE - MP-211-2230-9","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","2"
"BWI2","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","03 LOW","0.0","1.0","1.0","4.0","15.0","0.0","0.0167","0.0111","0.0267","3"
"BWI2","NA","76580","USP","PROGRAMMED MAPLE DISPLAY UNIT FOR 3600A APPLICATOR","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"BWI2","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","02 MED","1.0","1.0","3.0","4.0","11.0","0.0333","0.0167","0.0333","0.0267","3"
"BWI2","NA","N37377","USP","SC300-2 SHOCK ABSORBER","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","103691","EcoPac","roll ø50x1,5 gravity","03 LOW","0.0","2.0","2.0","2.0","4.0","0.0","0.0333","0.0222","0.0133","1"
"CLE3","NA","1068918","URL","Zebra, P1112750-039, Platen/Pinch & Peel Rollers, LH/RH","01 HIGH","1.0","5.0","7.01","15.01","24.009999999999998","0.0333","0.0833","0.0779","0.1001","13"
"CLE3","NA","1069940","EcoPac","SENSOR LASER ANALOGIC LR-TB5000C","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","1070075","EcoPac","ZEBRA, P1112750-010, PRINTHEAD ASSEMBLY, 300 DPI, LH/RH",,"0.0","0.0","0.0","0.0","12.01","0.0","0.0","0.0","0.0","0"
"CLE3","NA","1070514","URL","PNEUMATICS AIR CYLINDER ASSEMBLY ADN-50-5-I-P-A","02 MED","2.0","4.0","4.0","5.0","14.0","0.0667","0.0667","0.0444","0.0333","3"
"CLE3","NA","1070793","URL","contact block for e-stop switch","01 HIGH","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","1072130","URL","SHAWMUT, ATDR6, TIME DELAY, 6A, 600V","03 LOW","0.0","0.0","0.0","3.0","10.0","0.0","0.0","0.0","0.02","1"
"CLE3","NA","1116543","URL","TIME DELAY FUSE, AMP TRAP 2000® 20A, ATDR KLASSE CC","03 LOW","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","1119770","URL","LABELLERS IN POSITION PROXIMITY SENSOR","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","1125233","URL","Siemens SITOP PSU300S Switched Mode DIN Rail Power Supply, 340 → 550V","03 LOW","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","11300","URL","SPST-NO Contact Block for 22mm Panel-Mount Metal Switch","01 HIGH","0.0","0.0","0.0","3.0","6.0","0.0","0.0","0.0","0.02","2"
"CLE3","NA","2031551","URL","Zebra ZE511 print head 300dpi ZE511 RH&L","02 MED","0.0","2.0","5.99","20.990000000000002","54.99","0.0","0.0333","0.0666","0.1399","19"
"CLE3","NA","2036642","URL","Peel Bracket Assembly ZE511 RH & LH","02 MED","2.02","6.02","8.02","8.02","14.020000000000001","0.0673","0.1003","0.0891","0.0535","11"
"CLE3","NA","2038966","URL","Zebra, Kit, Print Mechanism, ZE511 Left Hand","02 MED","0.0","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0.0067","1"
"CLE3","NA","3008729","URL","Oldham coupling disk","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"CLE3","NA","3008738","URL","Outer disc incl. locking hub","02 MED","0.0","1.0","1.0","2.0","5.0","0.0","0.0167","0.0111","0.0133","2"
"CLE3","NA","3008745","URL","BOARD 200041062","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3008761","URL","S80 motor assembly","02 MED","0.0","1.0","2.0","2.0","2.0","0.0","0.0167","0.0222","0.0133","2"
"CLE3","NA","3037854","EcoPac","FLANGIA D69X24 D29","02 MED","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","2"
"CLE3","NA","3077262","URL","Slide films ‐ three sets of three","03 LOW","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3077264","URL","SOCKETS_BALL_SET_12","03 LOW","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3077265","URL","Springs ‐ set of 6","03 LOW","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3077266","URL","Telescopic axis","03 LOW","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"CLE3","NA","3077267","URL","P6 ROBOT ARM ASSEMBLY","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3077271","URL","INTERLOCK SW. (FULLY CODED) 24VDC","03 LOW","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129284","URL","Encoder Roller","03 LOW","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129285","URL","RJ45 INDUSTRIAL PLUG 09451511100","03 LOW","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129286","URL","Encoder Roller Bearing","03 LOW","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129287","URL","Drive Roller Bearing","02 MED","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129289","URL","O RING, 10026407 BS1806-020 VMQ70","01 HIGH","24.0","24.0","24.0","24.0","72.0","0.8","0.4","0.2667","0.16","1"
"CLE3","NA","3129290","URL","Roller Table Assembly - LH","03 LOW","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129293","URL","Vacuum Generator","03 LOW","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0","0.02","1"
"CLE3","NA","3129312","URL","ILLUMINATED ESTOP STATION","03 LOW","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129323","URL","CONTROL SYSTEM","03 LOW","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","3129347","URL","SWITCHING AUTOMATION LIGHT GRIDS SLG-2 (SLG10S-010SBR21D40)","01 HIGH","1.0","1.0","1.0","1.0","9.0","0.0333","0.0167","0.0111","0.0067","1"
"CLE3","NA","3288498","URL","Conveyor Belt","01 HIGH","1.0","3.0","3.0","3.0","12.0","0.0333","0.05","0.0333","0.02","3"
"CLE3","NA","3288501","URL","Tension Roller Assembly","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"CLE3","NA","3288502","URL","RJ45 INDUSTRIAL PLUG 09451511100","01 HIGH","2.0","2.0","2.0","2.0","5.0","0.0667","0.0333","0.0222","0.0133","2"
"CLE3","NA","3288503","URL","Drive Roller Bearing","01 HIGH","4.0","4.0","5.0","6.0","19.0","0.1333","0.0667","0.0556","0.04","4"
"CLE3","NA","3524503","EcoPac","STAFFA 101X15X15","02 MED","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"CLE3","NA","3524530","EcoPac","ROD 835 X 30 X 8","02 MED","0.0","1.0","1.0","2.0","4.0","0.0","0.0167","0.0111","0.0133","2"
"CLE3","NA","3524548","EcoPac","STOP 200X18X8","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"CLE3","NA","3524549","EcoPac","STOP 48.5X18X9","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"CLE3","NA","3524550","EcoPac","STOP 211.5X18X8","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"CLE3","NA","65023","URL","Zebra Kit Medien Führung ZE500 Serie","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","69834","URL","OUTPUT TERMINAL-WAGO TYPE 750-530 FOR PLC10 SATELLITE PANEL","03 LOW","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","72899","URL","Zebra - P1046696-146, Extended Life Drive Belts","01 HIGH","2.0","2.0","2.0","3.0","9.0","0.0667","0.0333","0.0222","0.02","2"
"CLE3","NA","79667","EcoPac","RSSB ID 36637-1-POINT I/O Dual Port Network Adaptor","03 LOW","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","87441","URL","SITOP PSU300S/3AC/24VDC/20A","03 LOW","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","92775","URL","SERIES 7000 21"" X 5.85' (22 ROWS) TRANSVERSE ROLLER V3 GREY ACETAL WITH BLACK POLYURETHANE AND ORANGE WEAR RESISTANT ACETAL ROLLER AND WHITE NYLON AXLE BOXED BELT WITH NATURAL ABRASION RESISTANT RODS","01 HIGH","0.99","0.99","0.99","0.99","0.99","0.033","0.0165","0.011","0.0066","3"
"CLE3","NA","97607","URL","UL 489 CIRCUIT BREAKER, 3A, 1 POLE, CURVE C, 10KAIC @ 480/277VAC","03 LOW","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1005","EcoPac","PHOTOCEL S45-PH-5-B03-PH","03 LOW","0.0","0.0","0.0","0.0","18.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1020","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","2.0","2.0","3.0","17.0","0.0667","0.0333","0.0222","0.02","2"
"CLE3","NA","C-1049","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","3.0","3.0","5.0","6.0","8.0","0.1","0.05","0.0556","0.04","5"
"CLE3","NA","C-1083","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1087","EcoPac","YF8U14-050UA3XLEAX","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"CLE3","NA","C-1105","EcoPac","PHOTOCEL S45-PH-5-B03-PH","03 LOW","0.0","0.0","0.0","0.0","18.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1163","EcoPac","FUSE, DELAY CLASS CC 600V 4AMP","02 MED","0.0","0.0","0.0","3.0","45.0","0.0","0.0","0.0","0.02","1"
"CLE3","NA","C-1165","EcoPac","FUSE,CLASS CC,600 VOLTS,10 AMPS","03 LOW","0.0","0.0","0.0","0.0","50.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1167","EcoPac","FUSE,CLASS CC,600 VOLTS,6 AMPS","03 LOW","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1204","EcoPac","PHOTOCEL S45-PH-5-B03-PH","03 LOW","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1218","EcoPac","ND-PISTOLA MB2-BE00AIATTSSFP41-000000","01 HIGH","0.0","1.0","1.0","1.0","7.0","0.0","0.0167","0.0111","0.0067","2"
"CLE3","NA","C-1261","EcoPac","SOLID STATE RELAY","03 LOW","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1304","EcoPac","SENSOR SMT-8M-A-PS-24V-E-0.3-N-M8D","01 HIGH","1.0","5.0","6.0","7.0","20.0","0.0333","0.0833","0.0667","0.0467","7"
"CLE3","NA","C-1350","EcoPac","SUCTION CUP V 25/CS SILICON","01 HIGH","49.0","206.0","231.0","376.0","776.0","1.6333","3.4333","2.5667","2.5067","7"
"CLE3","NA","C-1358","EcoPac","SUPPORT SUM  -10  H15  -M 6","01 HIGH","10.0","13.0","13.0","41.0","101.0","0.3333","0.2167","0.1444","0.2733","4"
"CLE3","NA","C-1413","EcoPac","SUPPORT SFT 20","03 LOW","0.0","0.0","0.0","2.0","12.0","0.0","0.0","0.0","0.0133","1"
"CLE3","NA","C-1639","EcoPac","FUSE ATQR20 20A CLASS CC TIME DELAY","03 LOW","0.0","0.0","0.0","0.0","50.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1687","EcoPac","SHRINK DISK RCK13 25X50","02 MED","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1723","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-1804","EcoPac","REDUCER XC40 R 1: 7,5 PAM 14-105","03 LOW","0.0","0.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0133","2"
"CLE3","NA","C-2040","EcoPac","SHRINK DISK RCK13 19X47","02 MED","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-2041","EcoPac","SHRINK DISC RCK13 20X47","03 LOW","0.0","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0.0067","1"
"CLE3","NA","C-2042","EcoPac","SHRINK DISK RCK13 22X47","02 MED","0.0","0.0","0.0","1.0","6.0","0.0","0.0","0.0","0.0067","1"
"CLE3","NA","C-2049","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","5.0","0.0333","0.0167","0.0111","0.0067","1"
"CLE3","NA","C-2307","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","6.0","7.0","7.0","23.0","0.0667","0.1","0.0778","0.0467","4"
"CLE3","NA","C-2309","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","1.0","1.0","1.0","20.0","0.0333","0.0167","0.0111","0.0067","1"
"CLE3","NA","C-2348","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"CLE3","NA","C-2635","EcoPac","SLIDER  MGN  12 HZ0H","02 MED","0.0","0.0","0.0","0.0","11.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-2636","EcoPac","SPRING  D11X8.4 D1.5 N.7 SPIRE COMP","02 MED","9.0","9.0","9.0","9.0","9.0","0.3","0.15","0.1","0.06","1"
"CLE3","NA","C-2678","EcoPac","SERVOMOTOR VPL-B0633M-PJ12AA 1.3NM ASS/D","01 HIGH","0.0","4.0","4.0","4.0","9.0","0.0","0.0667","0.0444","0.0267","3"
"CLE3","NA","C-2721","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","1.0","2.0","2.0","22.0","0.0333","0.0167","0.0222","0.0133","2"
"CLE3","NA","C-2723","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","17.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-2760","EcoPac","TOOTHED BELT 375 5M-25 HTD","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-2766","EcoPac","RID.XC 50 R 1:10 PAM 19-120","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-2777","EcoPac","TOOTHED BELT 1790 5M-25 HTD","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-2811","EcoPac","VENTOSA B20 D24 1 SOFFIETTO","01 HIGH","51.0","63.0","91.0","97.0","146.0","1.7","1.05","1.0111","0.6467","7"
"CLE3","NA","C-2824","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"CLE3","NA","C-2825","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","1.0","1.0","2.0","2.0","0.0333","0.0167","0.0111","0.0133","2"
"CLE3","NA","C-2831","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","1.0","2.0","5.0","7.0","0.0","0.0167","0.0222","0.0333","5"
"CLE3","NA","C-2832","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","1.0","2.0","2.0","5.0","0.0","0.0167","0.0222","0.0133","2"
"CLE3","NA","C-2836","EcoPac","WHEEL D69X27 D47 FOLLE","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","2"
"CLE3","NA","C-2837","EcoPac","RUOTA D74X10 D33 MOTRICE","02 MED","1.0","2.0","3.0","3.0","4.0","0.0333","0.0333","0.0333","0.02","4"
"CLE3","NA","C-2843","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","8.0","14.0","30.0","0.2","0.1","0.0889","0.0933","6"
"CLE3","NA","C-2844","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"CLE3","NA","C-2855","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","3.0","3.0","3.0","8.0","13.0","0.1","0.05","0.0333","0.0533","5"
"CLE3","NA","C-3033","EcoPac","PHOTOCELLS45-PH-5-B03-PH","02 MED","0.0","2.0","2.0","2.0","4.0","0.0","0.0333","0.0222","0.0133","1"
"CLE3","NA","C-3712","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-3714","EcoPac","SPRING  VL VERDE DI-8 DE-16 L-25","02 MED","0.0","8.0","8.0","8.0","16.0","0.0","0.1333","0.0889","0.0533","1"
"CLE3","NA","C-3715","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","3.0","4.0","4.0","12.0","0.0","0.05","0.0444","0.0267","3"
"CLE3","NA","C-3742","EcoPac","RUBBER ROLLER  D55X60    D42","02 MED","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-3745","EcoPac","SHAFT D 25X1472","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-3750","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","1.0","2.0","2.0","9.0","0.0333","0.0167","0.0222","0.0133","2"
"CLE3","NA","C-3755","EcoPac","WHEEL D69X19.3 D47 FOLLE","02 MED","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-3765","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","2.0","4.0","4.0","20.0","0.0333","0.0333","0.0444","0.0267","3"
"CLE3","NA","C-3766","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","3.0","3.0","6.0","10.0","0.0","0.05","0.0333","0.04","4"
"CLE3","NA","C-3783","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-3786","EcoPac","SPRING-LOADED PRESSER KIT","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"CLE3","NA","C-3787","EcoPac","SPRING-LOADED PRESSER KIT GREEN SPRING","02 MED","2.0","2.0","3.0","3.0","6.0","0.0667","0.0333","0.0333","0.02","2"
"CLE3","NA","C-3793","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0111","0.0067","1"
"CLE3","NA","C-3817","EcoPac","PHOTOCEL S45-PH-5-B03-PH","03 LOW","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"CLE3","NA","C-3857","EcoPac","TOOTHED BELT 480 8M-30 HTD","02 MED","1.0","1.0","2.0","2.0","7.0","0.0333","0.0167","0.0222","0.0133","2"
"CLE3","NA","N43532","EcoPac","ZERO-FORCE TOUCH BUTTON 800Z-GL2Q5","02 MED","1.0","2.0","2.0","2.0","5.0","0.0333","0.0333","0.0222","0.0133","2"
"DAB2","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","0.0","2.0","2.0","3.0","7.0","0.0","0.0333","0.0222","0.02","4"
"DAB2","NA","1002613","USP","VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"DAB2","NA","1004322","USP","PUSHBUTTON METAL LATCH","02 MED","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"DAB2","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","0.0","1.0","5.0","7.0","7.0","0.0","0.0167","0.0556","0.0467","3"
"DAB2","NA","1061778","USP","RT-B1221","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"DAB2","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","02 MED","1.0","2.0","2.0","4.0","6.0","0.0333","0.0333","0.0222","0.0267","5"
"DAB2","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","0.0","16.0","16.0","16.0","16.0","0.0","0.2667","0.1778","0.1067","1"
"DAB2","NA","11082","USP","SMART PACK FILTER REPLACEMENT  (PID)","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"DAB2","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"DAB2","NA","129227","USP","F.O. AMPLIFIER FS-NEO",,"0.0","0.0","8.0","8.0","9.0","0.0","0.0","0.0889","0.0533","1"
"DAB2","NA","3015434","USP","SWIVEL GRIPPER HEAD","01 HIGH","5.0","5.0","10.0","10.0","10.0","0.1667","0.0833","0.1111","0.0667","5"
"DAB2","NA","3022950","USP","HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","3022951","USP","RTD, PT100, DIA 3MM, L 18MM, 3","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","3022969","USP","VERTICAL CARTRIDGE HEATER","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"DAB2","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","3037852","USP","LEFT HOR HEATER CABLE ASSY","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","3043376","USP","ZLD18-BFZ4B8 SIMPLE SENSE","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"DAB2","NA","3043388","USP","SENSOR REED PARA CILINDRO","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"DAB2","NA","3043405","USP","SENSOR CABLE FEMALE 5-POLE M12 STRAIGHT A CODED TO OPEN END PUR BLACK 5M","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"DAB2","NA","3043407","USP","SICK IME2S Series Non-Flush Inductive Non-Contact Safety Switch, 24V dc, Nickel Plated Brass Housing, 2NO, M12","02 MED","0.0","1.0","1.0","1.0","1.0","0.0","0.0167","0.0111","0.0067","1"
"DAB2","NA","3043418","USP","350870-18-SPINDLE ASSY, 3"" IDLER, 18W","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"DAB2","NA","3043423","USP","FUSE,5 AMP,250V","02 MED","3.0","3.0","7.0","7.0","7.0","0.1","0.05","0.0778","0.0467","2"
"DAB2","NA","3043436","USP","Kinetix 5700 Servo Drive","02 MED","0.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0111","0.0133","2"
"DAB2","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"DAB2","NA","3466144","USP","SERVO DRIVE","01 HIGH","0.0","1.0","2.0","2.0","2.0","0.0","0.0167","0.0222","0.0133","2"
"DAB2","NA","3466243","USP","LEFT HORIZONTAL SEAL BAR ASSY","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","1.0","1.0","1.0","1.0","6.0","0.0333","0.0167","0.0111","0.0067","1"
"DAB2","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","0.0","0.0","0.0","2.0","5.0","0.0","0.0","0.0","0.0133","2"
"DAB2","NA","72902","USP","kit,motor assy, high speed...","02 MED","2.0","2.0","4.0","4.0","4.0","0.0667","0.0333","0.0444","0.0267","4"
